Site4,Year,Max Temp,Min Temp,Avg Temp,HDDs,CDDs,Precipitation Water Equiv,Snowfall,Snow/Ice Depth,Full Date
HOU,1967,88,66,77,0,12,0,0,0,7/17/67
HOU,1967,87,71,79,0,14,0.48,0,0,7/18/67
HOU,1967,85,71,78,0,13,0.36,0,0,7/19/67
HOU,1967,85,74,79.5,0,14.5,0.12,0,0,7/20/67
HOU,1967,84,71,77.5,0,12.5,1.07,0,0,7/21/67
HOU,1967,90,71,80.5,0,15.5,0.31,0,0,7/22/67
HOU,1967,82,74,78,0,13,2,0,0,7/23/67
HOU,1967,92,75,83.5,0,18.5,0,0,0,7/24/67
HOU,1967,92,71,81.5,0,16.5,0,0,0,7/25/67
HOU,1967,91,71,81,0,16,0,0,0,7/26/67
HOU,1967,92,74,83,0,18,0,0,0,7/27/67
HOU,1967,93,74,83.5,0,18.5,0,0,0,7/28/67
HOU,1967,94,75,84.5,0,19.5,0,0,0,7/29/67
HOU,1967,94,76,85,0,20,0,0,0,7/30/67
HOU,1967,94,73,83.5,0,18.5,0,0,0,7/31/67
HOU,1967,94,75,84.5,0,19.5,0,0,0,8/1/67
HOU,1967,93,74,83.5,0,18.5,0,0,0,8/2/67
HOU,1967,95,74,84.5,0,19.5,0,0,0,8/3/67
HOU,1967,94,71,82.5,0,17.5,0,0,0,8/4/67
HOU,1967,95,74,84.5,0,19.5,0,0,0,8/5/67
HOU,1967,94,75,84.5,0,19.5,0.04,0,0,8/6/67
HOU,1967,94,74,84,0,19,0,0,0,8/7/67
HOU,1967,93,75,84,0,19,0.18,0,0,8/8/67
HOU,1967,96,75,85.5,0,20.5,0,0,0,8/9/67
HOU,1967,97,75,86,0,21,0.08,0,0,8/10/67
HOU,1967,91,75,83,0,18,0,0,0,8/11/67
HOU,1967,86,67,76.5,0,11.5,0,0,0,8/12/67
HOU,1967,87,64,75.5,0,10.5,0,0,0,8/13/67
HOU,1967,90,70,80,0,15,0,0,0,8/14/67
HOU,1967,89,72,80.5,0,15.5,0.01,0,0,8/15/67
HOU,1967,88,73,80.5,0,15.5,0,0,0,8/16/67
HOU,1967,88,72,80,0,15,0,0,0,8/17/67
HOU,1967,82,70,76,0,11,0.21,0,0,8/18/67
HOU,1967,78,72,75,0,10,0.15,0,0,8/19/67
HOU,1967,88,71,79.5,0,14.5,0,0,0,8/20/67
HOU,1967,90,71,80.5,0,15.5,0,0,0,8/21/67
HOU,1967,83,74,78.5,0,13.5,0.25,0,0,8/22/67
HOU,1967,85,74,79.5,0,14.5,0.01,0,0,8/23/67
HOU,1967,88,73,80.5,0,15.5,0.02,0,0,8/24/67
HOU,1967,80,72,76,0,11,0.65,0,0,8/25/67
HOU,1967,89,72,80.5,0,15.5,0,0,0,8/26/67
HOU,1967,86,74,80,0,15,0,0,0,8/27/67
HOU,1967,86,73,79.5,0,14.5,0,0,0,8/28/67
HOU,1967,92,72,82,0,17,0,0,0,8/29/67
HOU,1967,93,71,82,0,17,0,0,0,8/30/67
HOU,1967,95,73,84,0,19,0,0,0,8/31/67
HOU,1967,89,73,81,0,16,0,0,0,9/1/67
HOU,1967,83,71,77,0,12,0.05,0,0,9/2/67
HOU,1967,84,71,77.5,0,12.5,0,0,0,9/3/67
HOU,1967,81,71,76,0,11,1.05,0,0,9/4/67
HOU,1967,77,71,74,0,9,2.2,0,0,9/5/67
HOU,1967,85,71,78,0,13,0,0,0,9/6/67
HOU,1967,88,68,78,0,13,0,0,0,9/7/67
HOU,1967,88,70,79,0,14,0,0,0,9/8/67
HOU,1967,90,65,77.5,0,12.5,0,0,0,9/9/67
HOU,1967,90,69,79.5,0,14.5,0,0,0,9/10/67
HOU,1967,90,68,79,0,14,0,0,0,9/11/67
HOU,1967,90,69,79.5,0,14.5,0,0,0,9/12/67
HOU,1967,83,69,76,0,11,0.07,0,0,9/13/67
HOU,1967,88,74,81,0,16,0.24,0,0,9/14/67
HOU,1967,92,74,83,0,18,0,0,0,9/15/67
HOU,1967,90,74,82,0,17,0,0,0,9/16/67
HOU,1967,90,71,80.5,0,15.5,0,0,0,9/17/67
HOU,1967,90,70,80,0,15,0,0,0,9/18/67
HOU,1967,88,78,83,0,18,0.18,0,0,9/19/67
HOU,1967,85,81,83,0,18,0.03,0,0,9/20/67
HOU,1967,82,74,78,0,13,1.02,0,0,9/21/67
HOU,1967,87,75,81,0,16,0,0,0,9/22/67
HOU,1967,91,71,81,0,16,0,0,0,9/23/67
HOU,1967,89,71,80,0,15,0,0,0,9/24/67
HOU,1967,87,67,77,0,12,0,0,0,9/25/67
HOU,1967,88,67,77.5,0,12.5,0,0,0,9/26/67
HOU,1967,83,60,71.5,0,6.5,0,0,0,9/27/67
HOU,1967,72,53,62.5,2.5,0,0,0,0,9/28/67
HOU,1967,77,50,63.5,1.5,0,0,0,0,9/29/67
HOU,1967,83,56,69.5,0,4.5,0,0,0,9/30/67
HOU,1967,83,58,70.5,0,5.5,0,0,0,10/1/67
HOU,1967,88,64,76,0,11,0,0,0,10/2/67
HOU,1967,88,70,79,0,14,0,0,0,10/3/67
HOU,1967,88,68,78,0,13,0,0,0,10/4/67
HOU,1967,89,65,77,0,12,0,0,0,10/5/67
HOU,1967,88,64,76,0,11,0.02,0,0,10/6/67
HOU,1967,89,64,76.5,0,11.5,0.16,0,0,10/7/67
HOU,1967,81,61,71,0,6,0.05,0,0,10/8/67
HOU,1967,82,55,68.5,0,3.5,0,0,0,10/9/67
HOU,1967,87,56,71.5,0,6.5,0,0,0,10/10/67
HOU,1967,86,63,74.5,0,9.5,0,0,0,10/11/67
HOU,1967,85,66,75.5,0,10.5,0,0,0,10/12/67
HOU,1967,86,69,77.5,0,12.5,0,0,0,10/13/67
HOU,1967,82,71,76.5,0,11.5,0,0,0,10/14/67
HOU,1967,82,69,75.5,0,10.5,1.99,0,0,10/15/67
HOU,1967,75,52,63.5,1.5,0,0.1,0,0,10/16/67
HOU,1967,80,45,62.5,2.5,0,0,0,0,10/17/67
HOU,1967,80,53,66.5,0,1.5,0,0,0,10/18/67
HOU,1967,78,50,64,1,0,0,0,0,10/19/67
HOU,1967,80,52,66,0,1,0,0,0,10/20/67
HOU,1967,82,53,67.5,0,2.5,0,0,0,10/21/67
HOU,1967,82,51,66.5,0,1.5,0,0,0,10/22/67
HOU,1967,84,58,71,0,6,0,0,0,10/23/67
HOU,1967,87,64,75.5,0,10.5,0,0,0,10/24/67
HOU,1967,77,53,65,0,0,0,0,0,10/25/67
HOU,1967,83,51,67,0,2,0,0,0,10/26/67
HOU,1967,80,61,70.5,0,5.5,0,0,0,10/27/67
HOU,1967,78,56,67,0,2,0,0,0,10/28/67
HOU,1967,84,67,75.5,0,10.5,0.29,0,0,10/29/67
HOU,1967,73,46,59.5,5.5,0,0.57,0,0,10/30/67
HOU,1967,68,43,55.5,9.5,0,0,0,0,10/31/67
HOU,1967,65,48,56.5,8.5,0,0,0,0,11/1/67
HOU,1967,77,45,61,4,0,0,0,0,11/2/67
HOU,1967,64,47,55.5,9.5,0,0,0,0,11/3/67
HOU,1967,62,38,50,15,0,0,0,0,11/4/67
HOU,1967,63,38,50.5,14.5,0,0,0,0,11/5/67
HOU,1967,64,49,56.5,8.5,0,0,0,0,11/6/67
HOU,1967,57,48,52.5,12.5,0,0,0,0,11/7/67
HOU,1967,65,49,57,8,0,0.04,0,0,11/8/67
HOU,1967,70,55,62.5,2.5,0,0.01,0,0,11/9/67
HOU,1967,79,60,69.5,0,4.5,0,0,0,11/10/67
HOU,1967,71,61,66,0,1,0.42,0,0,11/11/67
HOU,1967,76,57,66.5,0,1.5,0,0,0,11/12/67
HOU,1967,80,56,68,0,3,0,0,0,11/13/67
HOU,1967,80,51,65.5,0,0.5,0,0,0,11/14/67
HOU,1967,74,51,62.5,2.5,0,0,0,0,11/15/67
HOU,1967,77,50,63.5,1.5,0,0,0,0,11/16/67
HOU,1967,81,57,69,0,4,0,0,0,11/17/67
HOU,1967,77,57,67,0,2,0,0,0,11/18/67
HOU,1967,75,50,62.5,2.5,0,0,0,0,11/19/67
HOU,1967,79,61,70,0,5,0,0,0,11/20/67
HOU,1967,83,63,73,0,8,0,0,0,11/21/67
HOU,1967,82,63,72.5,0,7.5,0,0,0,11/22/67
HOU,1967,84,62,73,0,8,0,0,0,11/23/67
HOU,1967,86,60,73,0,8,0.03,0,0,11/24/67
HOU,1967,86,51,68.5,0,3.5,0,0,0,11/25/67
HOU,1967,86,69,77.5,0,12.5,0,0,0,11/26/67
HOU,1967,75,50,62.5,2.5,0,0,0,0,11/27/67
HOU,1967,56,49,52.5,12.5,0,0,0,0,11/28/67
HOU,1967,82,54,68,0,3,0,0,0,11/29/67
HOU,1967,80,61,70.5,0,5.5,0,0,0,11/30/67
HOU,1967,81,59,70,0,5,0.57,0,0,12/1/67
HOU,1967,74,49,61.5,3.5,0,0.18,0,0,12/2/67
HOU,1967,64,41,52.5,12.5,0,0,0,0,12/3/67
HOU,1967,60,41,50.5,14.5,0,0,0,0,12/4/67
HOU,1967,69,55,62,3,0,0.11,0,0,12/5/67
HOU,1967,78,59,68.5,0,3.5,0,0,0,12/6/67
HOU,1967,66,56,61,4,0,0,0,0,12/7/67
HOU,1967,69,60,64.5,0.5,0,0,0,0,12/8/67
HOU,1967,73,56,64.5,0.5,0,2.52,0,0,12/9/67
HOU,1967,56,42,49,16,0,0.23,0,0,12/10/67
HOU,1967,56,37,46.5,18.5,0,0.15,0,0,12/11/67
HOU,1967,77,40,58.5,6.5,0,0,0,0,12/12/67
HOU,1967,77,64,70.5,0,5.5,0,0,0,12/13/67
HOU,1967,73,52,62.5,2.5,0,0.21,0,0,12/14/67
HOU,1967,52,44,48,17,0,0.24,0,0,12/15/67
HOU,1967,54,43,48.5,16.5,0,0.01,0,0,12/16/67
HOU,1967,62,49,55.5,9.5,0,0.39,0,0,12/17/67
HOU,1967,72,53,62.5,2.5,0,0.02,0,0,12/18/67
HOU,1967,70,48,59,6,0,0.04,0,0,12/19/67
HOU,1967,78,70,74,0,9,0.01,0,0,12/20/67
HOU,1967,76,55,65.5,0,0.5,0.15,0,0,12/21/67
HOU,1967,56,37,46.5,18.5,0,0,0,0,12/22/67
HOU,1967,55,30,42.5,22.5,0,0,0,0,12/23/67
HOU,1967,60,31,45.5,19.5,0,0,0,0,12/24/67
HOU,1967,67,44,55.5,9.5,0,0,0,0,12/25/67
HOU,1967,57,36,46.5,18.5,0,0,0,0,12/26/67
HOU,1967,51,40,45.5,19.5,0,0.01,0,0,12/27/67
HOU,1967,50,35,42.5,22.5,0,0,0,0,12/28/67
HOU,1967,52,32,42,23,0,0,0,0,12/29/67
HOU,1967,53,44,48.5,16.5,0,0.15,0,0,12/30/67
HOU,1967,50,44,47,18,0,0.03,0,0,12/31/67
HOU,1968,48,43,45.5,19.5,0,0,0,0,1/1/68
HOU,1968,58,45,51.5,13.5,0,0,0,0,1/2/68
HOU,1968,79,55,67,0,2,0.07,0,0,1/3/68
HOU,1968,58,46,52,13,0,0,0,0,1/4/68
HOU,1968,53,44,48.5,16.5,0,0.28,0,0,1/5/68
HOU,1968,60,45,52.5,12.5,0,0.12,0,0,1/6/68
HOU,1968,45,31,38,27,0,0,0,0,1/7/68
HOU,1968,36,30,33,32,0,0.93,0,0,1/8/68
HOU,1968,44,35,39.5,25.5,0,1.27,0,0,1/9/68
HOU,1968,45,38,41.5,23.5,0,0.01,0,0,1/10/68
HOU,1968,46,40,43,22,0,0,0,0,1/11/68
HOU,1968,48,38,43,22,0,0,0,0,1/12/68
HOU,1968,51,29,40,25,0,0,0,0,1/13/68
HOU,1968,51,28,39.5,25.5,0,0,0,0,1/14/68
HOU,1968,58,31,44.5,20.5,0,0,0,0,1/15/68
HOU,1968,61,36,48.5,16.5,0,0,0,0,1/16/68
HOU,1968,68,39,53.5,11.5,0,0,0,0,1/17/68
HOU,1968,73,54,63.5,1.5,0,0.05,0,0,1/18/68
HOU,1968,64,57,60.5,4.5,0,3.41,0,0,1/19/68
HOU,1968,61,54,57.5,7.5,0,0.11,0,0,1/20/68
HOU,1968,63,54,58.5,6.5,0,1.64,0,0,1/21/68
HOU,1968,68,52,60,5,0,0,0,0,1/22/68
HOU,1968,56,41,48.5,16.5,0,0,0,0,1/23/68
HOU,1968,58,35,46.5,18.5,0,0,0,0,1/24/68
HOU,1968,72,39,55.5,9.5,0,0,0,0,1/25/68
HOU,1968,75,48,61.5,3.5,0,0,0,0,1/26/68
HOU,1968,75,60,67.5,0,2.5,0,0,0,1/27/68
HOU,1968,74,57,65.5,0,0.5,0,0,0,1/28/68
HOU,1968,77,54,65.5,0,0.5,0,0,0,1/29/68
HOU,1968,75,63,69,0,4,0.06,0,0,1/30/68
HOU,1968,80,64,72,0,7,0.07,0,0,1/31/68
HOU,1968,75,54,64.5,0.5,0,0.61,0,0,2/1/68
HOU,1968,64,43,53.5,11.5,0,0,0,0,2/2/68
HOU,1968,64,36,50,15,0,0,0,0,2/3/68
HOU,1968,67,44,55.5,9.5,0,0,0,0,2/4/68
HOU,1968,68,47,57.5,7.5,0,0,0,0,2/5/68
HOU,1968,68,43,55.5,9.5,0,0,0,0,2/6/68
HOU,1968,59,40,49.5,15.5,0,0,0,0,2/7/68
HOU,1968,57,36,46.5,18.5,0,0,0,0,2/8/68
HOU,1968,63,33,48,17,0,0,0,0,2/9/68
HOU,1968,63,44,53.5,11.5,0,0.03,0,0,2/10/68
HOU,1968,60,42,51,14,0,0.45,0,0,2/11/68
HOU,1968,59,38,48.5,16.5,0,0,0,0,2/12/68
HOU,1968,51,42,46.5,18.5,0,0.11,0,0,2/13/68
HOU,1968,48,38,43,22,0,0.06,0,0,2/14/68
HOU,1968,52,37,44.5,20.5,0,0.04,0,0,2/15/68
HOU,1968,52,40,46,19,0,0,0,0,2/16/68
HOU,1968,47,39,43,22,0,0.52,0,0,2/17/68
HOU,1968,56,42,49,16,0,0,0,0,2/18/68
HOU,1968,59,42,50.5,14.5,0,0,0,0,2/19/68
HOU,1968,69,38,53.5,11.5,0,0,0,0,2/20/68
HOU,1968,74,37,55.5,9.5,0,0.01,0,0,2/21/68
HOU,1968,40,33,36.5,28.5,0,0.04,0,0,2/22/68
HOU,1968,45,32,38.5,26.5,0,0,0,0,2/23/68
HOU,1968,57,29,43,22,0,0,0,0,2/24/68
HOU,1968,71,36,53.5,11.5,0,0,0,0,2/25/68
HOU,1968,77,44,60.5,4.5,0,0,0,0,2/26/68
HOU,1968,77,45,61,4,0,0,0,0,2/27/68
HOU,1968,69,48,58.5,6.5,0,0.12,0,0,2/28/68
HOU,1968,52,36,44,21,0,0,0,0,2/29/68
HOU,1968,60,29,44.5,20.5,0,0,0,0,3/1/68
HOU,1968,63,46,54.5,10.5,0,0.06,0,0,3/2/68
HOU,1968,63,45,54,11,0,0,0,0,3/3/68
HOU,1968,59,40,49.5,15.5,0,0,0,0,3/4/68
HOU,1968,54,44,49,16,0,0.8,0,0,3/5/68
HOU,1968,67,47,57,8,0,0.03,0,0,3/6/68
HOU,1968,68,44,56,9,0,0,0,0,3/7/68
HOU,1968,78,47,62.5,2.5,0,0,0,0,3/8/68
HOU,1968,78,63,70.5,0,5.5,0,0,0,3/9/68
HOU,1968,79,63,71,0,6,0.12,0,0,3/10/68
HOU,1968,72,42,57,8,0,0.04,0,0,3/11/68
HOU,1968,55,39,47,18,0,0,0,0,3/12/68
HOU,1968,61,34,47.5,17.5,0,0,0,0,3/13/68
HOU,1968,69,37,53,12,0,0,0,0,3/14/68
HOU,1968,72,57,64.5,0.5,0,0,0,0,3/15/68
HOU,1968,78,57,67.5,0,2.5,0,0,0,3/16/68
HOU,1968,68,52,60,5,0,0.02,0,0,3/17/68
HOU,1968,78,61,69.5,0,4.5,0,0,0,3/18/68
HOU,1968,80,66,73,0,8,0,0,0,3/19/68
HOU,1968,80,49,64.5,0.5,0,0.33,0,0,3/20/68
HOU,1968,49,37,43,22,0,1.17,0,0,3/21/68
HOU,1968,59,33,46,19,0,0.35,1,0,3/22/68
HOU,1968,62,34,48,17,0,0,0,0,3/23/68
HOU,1968,68,39,53.5,11.5,0,0,0,0,3/24/68
HOU,1968,72,46,59,6,0,0,0,0,3/25/68
HOU,1968,74,51,62.5,2.5,0,0,0,0,3/26/68
HOU,1968,77,50,63.5,1.5,0,0,0,0,3/27/68
HOU,1968,78,55,66.5,0,1.5,0,0,0,3/28/68
HOU,1968,77,62,69.5,0,4.5,0,0,0,3/29/68
HOU,1968,82,66,74,0,9,0,0,0,3/30/68
HOU,1968,77,62,69.5,0,4.5,0,0,0,3/31/68
HOU,1968,79,66,72.5,0,7.5,0,0,0,4/1/68
HOU,1968,82,68,75,0,10,0,0,0,4/2/68
HOU,1968,82,70,76,0,11,0,0,0,4/3/68
HOU,1968,72,51,61.5,3.5,0,0.07,0,0,4/4/68
HOU,1968,70,46,58,7,0,0,0,0,4/5/68
HOU,1968,72,48,60,5,0,0,0,0,4/6/68
HOU,1968,81,66,73.5,0,8.5,0.03,0,0,4/7/68
HOU,1968,86,65,75.5,0,10.5,0.08,0,0,4/8/68
HOU,1968,73,61,67,0,2,2.58,0,0,4/9/68
HOU,1968,76,62,69,0,4,0,0,0,4/10/68
HOU,1968,78,55,66.5,0,1.5,0,0,0,4/11/68
HOU,1968,77,54,65.5,0,0.5,0.02,0,0,4/12/68
HOU,1968,80,68,74,0,9,0.01,0,0,4/13/68
HOU,1968,86,69,77.5,0,12.5,0,0,0,4/14/68
HOU,1968,81,63,72,0,7,0,0,0,4/15/68
HOU,1968,80,62,71,0,6,0,0,0,4/16/68
HOU,1968,82,70,76,0,11,0,0,0,4/17/68
HOU,1968,82,71,76.5,0,11.5,0,0,0,4/18/68
HOU,1968,83,69,76,0,11,0,0,0,4/19/68
HOU,1968,87,71,79,0,14,0,0,0,4/20/68
HOU,1968,83,69,76,0,11,0.02,0,0,4/21/68
HOU,1968,81,69,75,0,10,0.07,0,0,4/22/68
HOU,1968,75,61,68,0,3,0.01,0,0,4/23/68
HOU,1968,77,53,65,0,0,0,0,0,4/24/68
HOU,1968,78,48,63,2,0,0,0,0,4/25/68
HOU,1968,82,57,69.5,0,4.5,0,0,0,4/26/68
HOU,1968,86,70,78,0,13,0,0,0,4/27/68
HOU,1968,82,70,76,0,11,0.13,0,0,4/28/68
HOU,1968,81,63,72,0,7,0,0,0,4/29/68
HOU,1968,82,55,68.5,0,3.5,0,0,0,4/30/68
HOU,1968,84,55,69.5,0,4.5,0,0,0,5/1/68
HOU,1968,85,59,72,0,7,0,0,0,5/2/68
HOU,1968,88,61,74.5,0,9.5,0.38,0,0,5/3/68
HOU,1968,84,63,73.5,0,8.5,0.67,0,0,5/4/68
HOU,1968,82,63,72.5,0,7.5,0,0,0,5/5/68
HOU,1968,83,60,71.5,0,6.5,0,0,0,5/6/68
HOU,1968,83,68,75.5,0,10.5,0,0,0,5/7/68
HOU,1968,83,72,77.5,0,12.5,0.51,0,0,5/8/68
HOU,1968,81,72,76.5,0,11.5,0.1,0,0,5/9/68
HOU,1968,77,66,71.5,0,6.5,6.35,0,0,5/10/68
HOU,1968,79,65,72,0,7,0.98,0,0,5/11/68
HOU,1968,83,67,75,0,10,1.32,0,0,5/12/68
HOU,1968,87,76,81.5,0,16.5,0,0,0,5/13/68
HOU,1968,88,76,82,0,17,0,0,0,5/14/68
HOU,1968,88,73,80.5,0,15.5,0,0,0,5/15/68
HOU,1968,88,73,80.5,0,15.5,0,0,0,5/16/68
HOU,1968,88,67,77.5,0,12.5,0.26,0,0,5/17/68
HOU,1968,82,67,74.5,0,9.5,0,0,0,5/18/68
HOU,1968,86,66,76,0,11,0,0,0,5/19/68
HOU,1968,82,64,73,0,8,0,0,0,5/20/68
HOU,1968,84,63,73.5,0,8.5,0,0,0,5/21/68
HOU,1968,85,67,76,0,11,0,0,0,5/22/68
HOU,1968,88,71,79.5,0,14.5,0,0,0,5/23/68
HOU,1968,90,75,82.5,0,17.5,0,0,0,5/24/68
HOU,1968,91,74,82.5,0,17.5,0,0,0,5/25/68
HOU,1968,91,71,81,0,16,1.86,0,0,5/26/68
HOU,1968,77,67,72,0,7,0.8,0,0,5/27/68
HOU,1968,87,65,76,0,11,0.01,0,0,5/28/68
HOU,1968,89,68,78.5,0,13.5,0,0,0,5/29/68
HOU,1968,89,67,78,0,13,0,0,0,5/30/68
HOU,1968,87,71,79,0,14,0,0,0,5/31/68
HOU,1968,89,72,80.5,0,15.5,0,0,0,6/1/68
HOU,1968,84,72,78,0,13,0.02,0,0,6/2/68
HOU,1968,80,70,75,0,10,0.14,0,0,6/3/68
HOU,1968,83,70,76.5,0,11.5,0.66,0,0,6/4/68
HOU,1968,88,70,79,0,14,0,0,0,6/5/68
HOU,1968,88,75,81.5,0,16.5,0,0,0,6/6/68
HOU,1968,89,73,81,0,16,0,0,0,6/7/68
HOU,1968,90,73,81.5,0,16.5,0,0,0,6/8/68
HOU,1968,91,74,82.5,0,17.5,0,0,0,6/9/68
HOU,1968,92,75,83.5,0,18.5,0,0,0,6/10/68
HOU,1968,93,75,84,0,19,0,0,0,6/11/68
HOU,1968,94,75,84.5,0,19.5,0.32,0,0,6/12/68
HOU,1968,92,72,82,0,17,0,0,0,6/13/68
HOU,1968,93,74,83.5,0,18.5,0,0,0,6/14/68
HOU,1968,92,76,84,0,19,0.16,0,0,6/15/68
HOU,1968,91,75,83,0,18,0.02,0,0,6/16/68
HOU,1968,90,74,82,0,17,0.73,0,0,6/17/68
HOU,1968,87,72,79.5,0,14.5,0.23,0,0,6/18/68
HOU,1968,81,71,76,0,11,0.55,0,0,6/19/68
HOU,1968,83,73,78,0,13,0.44,0,0,6/20/68
HOU,1968,80,72,76,0,11,3.32,0,0,6/21/68
HOU,1968,81,74,77.5,0,12.5,1.55,0,0,6/22/68
HOU,1968,80,73,76.5,0,11.5,1.71,0,0,6/23/68
HOU,1968,88,76,82,0,17,1.29,0,0,6/24/68
HOU,1968,89,76,82.5,0,17.5,0,0,0,6/25/68
HOU,1968,83,72,77.5,0,12.5,0.04,0,0,6/26/68
HOU,1968,87,68,77.5,0,12.5,0,0,0,6/27/68
HOU,1968,92,71,81.5,0,16.5,0,0,0,6/28/68
HOU,1968,90,77,83.5,0,18.5,0,0,0,6/29/68
HOU,1968,91,76,83.5,0,18.5,0,0,0,6/30/68
HOU,1968,91,75,83,0,18,0,0,0,7/1/68
HOU,1968,92,75,83.5,0,18.5,0.09,0,0,7/2/68
HOU,1968,91,73,82,0,17,0.03,0,0,7/3/68
HOU,1968,89,74,81.5,0,16.5,0,0,0,7/4/68
HOU,1968,90,70,80,0,15,0,0,0,7/5/68
HOU,1968,90,69,79.5,0,14.5,0,0,0,7/6/68
HOU,1968,92,70,81,0,16,0,0,0,7/7/68
HOU,1968,91,74,82.5,0,17.5,0,0,0,7/8/68
HOU,1968,83,73,78,0,13,0.88,0,0,7/9/68
HOU,1968,90,72,81,0,16,0,0,0,7/10/68
HOU,1968,87,74,80.5,0,15.5,0.8,0,0,7/11/68
HOU,1968,86,74,80,0,15,0.09,0,0,7/12/68
HOU,1968,91,77,84,0,19,0,0,0,7/13/68
HOU,1968,92,78,85,0,20,0,0,0,7/14/68
HOU,1968,91,76,83.5,0,18.5,0,0,0,7/15/68
HOU,1968,91,76,83.5,0,18.5,0.29,0,0,7/16/68
HOU,1968,93,75,84,0,19,0,0,0,7/17/68
HOU,1968,93,76,84.5,0,19.5,0.45,0,0,7/18/68
HOU,1968,88,74,81,0,16,0.63,0,0,7/19/68
HOU,1968,92,74,83,0,18,0,0,0,7/20/68
HOU,1968,89,74,81.5,0,16.5,0.94,0,0,7/21/68
HOU,1968,92,75,83.5,0,18.5,0,0,0,7/22/68
HOU,1968,90,76,83,0,18,0,0,0,7/23/68
HOU,1968,90,76,83,0,18,0,0,0,7/24/68
HOU,1968,88,75,81.5,0,16.5,1.63,0,0,7/25/68
HOU,1968,89,76,82.5,0,17.5,0.31,0,0,7/26/68
HOU,1968,92,76,84,0,19,0,0,0,7/27/68
HOU,1968,93,76,84.5,0,19.5,0,0,0,7/28/68
HOU,1968,92,74,83,0,18,0,0,0,7/29/68
HOU,1968,91,75,83,0,18,0.35,0,0,7/30/68
HOU,1968,92,76,84,0,19,0,0,0,7/31/68
HOU,1968,93,75,84,0,19,0.28,0,0,8/1/68
HOU,1968,93,75,84,0,19,0,0,0,8/2/68
HOU,1968,91,76,83.5,0,18.5,0,0,0,8/3/68
HOU,1968,91,74,82.5,0,17.5,0.07,0,0,8/4/68
HOU,1968,91,77,84,0,19,0.11,0,0,8/5/68
HOU,1968,92,76,84,0,19,0,0,0,8/6/68
HOU,1968,92,77,84.5,0,19.5,0.03,0,0,8/7/68
HOU,1968,91,76,83.5,0,18.5,0,0,0,8/8/68
HOU,1968,93,76,84.5,0,19.5,0,0,0,8/9/68
HOU,1968,95,75,85,0,20,0,0,0,8/10/68
HOU,1968,95,75,85,0,20,0,0,0,8/11/68
HOU,1968,95,76,85.5,0,20.5,0,0,0,8/12/68
HOU,1968,95,76,85.5,0,20.5,0,0,0,8/13/68
HOU,1968,94,77,85.5,0,20.5,0.07,0,0,8/14/68
HOU,1968,94,78,86,0,21,0,0,0,8/15/68
HOU,1968,95,77,86,0,21,0,0,0,8/16/68
HOU,1968,95,77,86,0,21,0,0,0,8/17/68
HOU,1968,95,75,85,0,20,0,0,0,8/18/68
HOU,1968,96,76,86,0,21,0,0,0,8/19/68
HOU,1968,94,76,85,0,20,1.24,0,0,8/20/68
HOU,1968,95,76,85.5,0,20.5,0,0,0,8/21/68
HOU,1968,96,76,86,0,21,0,0,0,8/22/68
HOU,1968,89,75,82,0,17,1.02,0,0,8/23/68
HOU,1968,90,74,82,0,17,0.01,0,0,8/24/68
HOU,1968,91,75,83,0,18,0.01,0,0,8/25/68
HOU,1968,93,76,84.5,0,19.5,0,0,0,8/26/68
HOU,1968,92,73,82.5,0,17.5,0,0,0,8/27/68
HOU,1968,91,69,80,0,15,0,0,0,8/28/68
HOU,1968,92,67,79.5,0,14.5,0,0,0,8/29/68
HOU,1968,89,74,81.5,0,16.5,0,0,0,8/30/68
HOU,1968,88,73,80.5,0,15.5,0.06,0,0,8/31/68
HOU,1968,90,71,80.5,0,15.5,0,0,0,9/1/68
HOU,1968,83,74,78.5,0,13.5,0.22,0,0,9/2/68
HOU,1968,89,75,82,0,17,0.14,0,0,9/3/68
HOU,1968,88,75,81.5,0,16.5,0.08,0,0,9/4/68
HOU,1968,79,72,75.5,0,10.5,0.46,0,0,9/5/68
HOU,1968,87,73,80,0,15,0,0,0,9/6/68
HOU,1968,89,71,80,0,15,0,0,0,9/7/68
HOU,1968,90,74,82,0,17,0.04,0,0,9/8/68
HOU,1968,89,71,80,0,15,0.01,0,0,9/9/68
HOU,1968,87,68,77.5,0,12.5,0,0,0,9/10/68
HOU,1968,84,67,75.5,0,10.5,0,0,0,9/11/68
HOU,1968,86,65,75.5,0,10.5,0,0,0,9/12/68
HOU,1968,84,65,74.5,0,9.5,0.01,0,0,9/13/68
HOU,1968,82,71,76.5,0,11.5,0.25,0,0,9/14/68
HOU,1968,92,75,83.5,0,18.5,1.05,0,0,9/15/68
HOU,1968,93,73,83,0,18,0.17,0,0,9/16/68
HOU,1968,86,65,75.5,0,10.5,1.44,0,0,9/17/68
HOU,1968,84,61,72.5,0,7.5,0,0,0,9/18/68
HOU,1968,89,60,74.5,0,9.5,0,0,0,9/19/68
HOU,1968,91,71,81,0,16,0,0,0,9/20/68
HOU,1968,91,76,83.5,0,18.5,0,0,0,9/21/68
HOU,1968,90,75,82.5,0,17.5,0,0,0,9/22/68
HOU,1968,89,72,80.5,0,15.5,0,0,0,9/23/68
HOU,1968,90,70,80,0,15,0,0,0,9/24/68
